Exclude,Subject,Year,ID,ID2,ID3,Syllabus,A,B,C,D,CorePicture,CoreQuestion,Question,Marks,Answer,Solution,Picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,18,,,DA2,56,90,160,162,,"Huong used the 'capture-recapture' technique to estimate the number of trout living in a dam.

\(\bullet\) She caught, tagged and released 20 trout.
\(\bullet\) Later she caught 36 trout at random from the same dam.
\(\bullet\) She found that 8 of these 36 trout had been tagged.

What estimate should Huong give for the total number of trout living in this dam, based on her use of the 'capture-recapture' technique?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,19,,,M2,1357 cm\(^3\),2714 cm\(^3\),5429 cm\(^3\),10857 cm\(^3\),gm200919,"Two identical spheres fit exactly inside a cylindrical container, as shown.","The diameter of each sphere is 12 cm.

What is the volume of the cylindrical container, to the nearest cubic centimetre?",1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,20,,,FM4,0.11,0.15,0.3,0.46,,"Lou bought a plasma TV which was priced at $3499. He paid $1000 deposit and got a loan for the balance that was paid off by 24 monthly instalments of $135.36.

What simple interest rate per annum, to the nearest percent, was charged on his loan?",,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,21,,,DA4,4,16,18,26,,"The mean of a set of ten scores is 14. Another two scores are included and the new mean is 16.

What is the mean of the two additional scores?",,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,22,,,M6,28 cm,31 cm,34 cm,39 cm,gm200922,"In the diagram, \(AD\) and \(DC\) are equal to 30 cm.",What is the length of \(AB\) to the nearest centimetre?,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,a,i,M4,,,,,gm200923a,The point \(A\) is 25 m from the base of a building. The angle of elevation from \(A\) to the top of the building is 38\(^\circ\).,What is the height of the building in meters with one decimal place,1,19.5,\begin{eqnarray} \tan{38^\circ} &=& {h \over 25} \\ h &=& 25 \tan{38^\circ} \\ &=& 19.5 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,a,ii,M4,,,,,gm200923a,The point \(A\) is 25 m from the base of a building. The angle of elevation from \(A\) to the top of the building is 38\(^\circ\).,"A car is parked 62 m from the base of the building.

What is the angle of depression from the top of the building to the car? Give your answer to the nearest degree.",2,17,\begin{eqnarray} \tan{\theta} &=& {19.5 \over 62} \\ \theta &=& 17^\circ \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,b,i,"PB1
PB2",,,,,,"A personal identification number (PIN) is made up of four digits. An example of a PIN is ""0229"".","When all ten digits are available for use, how many different PINs are possible?",1,10000,\( \textrm{Number of combinations} = 10 \times 10 \times 10 \times 10 = 10000 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,b,ii,"PB1
PB2",,,,,,"A personal identification number (PIN) is made up of four digits. An example of a PIN is ""0229"".","Rhys has forgotten his four-digit PIN, but knows that the first digit is either 5 or 6.

What is the probability that Rhys will correctly guess his PIN in one attempt?",1,36526,\( \textrm{Probability} = {1 \over 2} \times {1 \over 10} \times {1 \over 10} \times {1 \over 10} = {1 \over 2000} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,c,i,"M5
M1",,,,,gm200923c,The diagram shows the shape and dimensions of a terrace which is to be tiled.,Find the area of the terrace.,2,13.77,"\( A = 4,5^2 - 2 \times 1.8^2 = 13.77 \textrm{ m}^2 \)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,c,ii,"M5
M1",,,,,gm200923c,The diagram shows the shape and dimensions of a terrace which is to be tiled.,"Tiles are sold in boxes. Each box holds one square metre of tiles and costs $55. When buying the tiles, 10% more tiles are needed, due to cutting and wastage.

Find the total cost of the boxes of tiles required for the terrace.",2,880,"\( \textrm{Number of boxes} \\ = {110 \over 100} \times 13.77 \\ = 15.147 \\ = 16 \)

\( \textrm{Cost} = 16 \times 55 = \$880 \)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,d,i,FM1,,,,,gm200923d,The tables below show information about fees for MyBank accounts.,"Li has a Cheap Access Account. During September, he made

\(\bullet\) five withdrawals using internet banking
\(\bullet\) two cash withdrawals from a MyBank ATM
\(\bullet\) four EFTPOS purchases
\(\bullet\) two cash withdrawals at other ATMs.

What was the total amount that Li paid in bank fees for the month of September?",3,12.5,\begin{eqnarray} \textrm{Fees} &=& \textrm{account fee + 5 internet + 2 cash withdrawals + 4 EFTPOS + 2 cash another bank} \\ &=& \$4 + 5 \times \$0.30 + 2 \times \$0.50 + 4 \times \$0.50 + 2 \times \$2 \\ &=& \$12.50 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,23,d,ii,FM1,,,,,gm200923d,The tables below show information about fees for MyBank accounts.,"In October, what is the maximum that Li could pay in withdrawal fees to ensure that a Cheap Access Account costs him no more than a Free Access Account?",1,3,\( \textrm{Maximum amount} \\ = 7 -4 \\ = \$3 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,a,i,"DA3
DA4",,,,,gm200924a,The diagram below shows a stem-and-leaf plot for 22 scores.,What is the mode for this data?,1,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,a,ii,"DA3
DA4",,,,,gm200924a,The diagram below shows a stem-and-leaf plot for 22 scores.,What is the median for this data?,1,46,\( {45 + 47 \over 2} = 46 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,b,i,DA5,,,,,gm200924b,"Tayvan is an international company that reports its profits in the USA, Belgium and India at the end of each quarter. The profits for 2008 are shown in the area chart.",What was the total profit for Tayvan on June 30 in millions?,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,b,ii,DA5,,,,,gm200924b,"Tayvan is an international company that reports its profits in the USA, Belgium and India at the end of each quarter. The profits for 2008 are shown in the area chart.",What was Tayvan's profit in Belgium on March 31 in millions?,1,4,\( 5 \textrm{ million} - 1 \textrm{ million} = \$4 \textrm{ million} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,24,c,i,DA1,,,,,,"The Australian Bureau of Statistics provides the NSW government with data on the age of residents living in different areas across the state. After analysing this data, the government makes decisions relating to the provision of services or facilities.

Give an example of a possible decision the government might make and describe how the data might justify this decision.",,2,"Government decides to build:
a pre-school because of the high number of children in an area.
OR
a nursing home because of a high number of elderly people in the area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,d,i,"AM2
AM3",,,,,gm200924d,"A factory makes boots and sandals. In any week

\(\bullet\) the total number of pairs of boots and sandals that are made is 200
\(\bullet\) the maximum number of pairs of boots made is 120
\(\bullet\) the maximum number of pairs of sandals made is 150.

The factory manager has drawn a graph to show the numbers of pairs of boots (\(x\)) and sandals (\(y\)) that can be made.",Find the equation of the line \(AD\).,1,x + y = 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,24,d,ii,"AM2
AM3",,,,,gm200924d,"A factory makes boots and sandals. In any week

\(\bullet\) the total number of pairs of boots and sandals that are made is 200
\(\bullet\) the maximum number of pairs of boots made is 120
\(\bullet\) the maximum number of pairs of sandals made is 150.

The factory manager has drawn a graph to show the numbers of pairs of boots (\(x\)) and sandals (\(y\)) that can be made.",Explain why this line is only relevant between \(B\) and \(C\) for this factory.,1,Boots x can't be greater than 120 and sandals y can't be greater than 150.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,24,d,iii,"AM2
AM3",,,,,gm200924d,"A factory makes boots and sandals. In any week

\(\bullet\) the total number of pairs of boots and sandals that are made is 200
\(\bullet\) the maximum number of pairs of boots made is 120
\(\bullet\) the maximum number of pairs of sandals made is 150.

The factory manager has drawn a graph to show the numbers of pairs of boots (\(x\)) and sandals (\(y\)) that can be made.","The profit per week, $\(P\), can be found by using the equation \[ P = 24x + 15y \]Compare the profits at B and C.",2,"The profit at C (120, 80) is greater than the profit at B (50, 150).","\begin{eqnarray} \textrm{Point B} &:& x = 50, y = 150 \\ P &=& 24 \times 50 + 15 \times 150 \\ &=& \$3450 \\ \textrm{Point C} &:& x = 120, y =80 \\ P &=& 24 \times 120 + 15 \times 80 \\ &=& \$4080 \end{eqnarray}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,24,e,i,"FM6
AM4",,,,,,Jay bought a computer for $3600. His friend Julie said that all computers are worth nothing (i.e. the value is $0) after 3 years.,"Find the amount that the computer would depreciate each year to be worth nothing after 3 years, if the straight line method of depreciation is used.",1,1200,\begin{eqnarray} S &=& V_0 - Dn \\ 0 &=& 3600 - D \times 3 \\ D &=& 1200 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,24,e,ii,"FM6
AM4",,,,,,Jay bought a computer for $3600. His friend Julie said that all computers are worth nothing (i.e. the value is $0) after 3 years.,"Explain why the computer would never be worth nothing if the declining balance method of depreciation is used, with 30% per annum rate of depreciation. Use suitable calculations to support your answer.",2,0.7^n does not equal to 0 for any value of n,\begin{eqnarray} S &=& V_0(1 - r)^n \\ &=& 3600(1 - 0.3)^n \\ &=& 3600 \times 0.7^n \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,a,i,AM3,,,,,,Simplify \(5 - 2(x + 7)\),,2,-2x - 9,\( 5 - 2(x + 7) \\ = 5 - 2x - 14 \\ = -2x - 9 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,b,i,AM3,,,,,,"The mass of a sample of microbes is 50 mg. There are approximately \( 2.5 × 10^6  \)microbes in the sample. In scientific notation, what is the approximate mass in grams of one microbe?",,2,0.00000002,\begin{eqnarray} {50 \over 2.5 \times 10 ^6} &=& 2 \times 10^{-5} \textrm{ mg} \\ &=& 2 \times 10^{-8} \textrm{ g} \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,c,i,"M5
M2",,,,,gm200925c,"There is a lake inside the rectangular grass picnic area \(ABCD\), as shown in the diagram.",Use Simpson's Rule to find the approximate area of the lake's surface.,3,508,\begin{eqnarray} A &=& {12 \over 3}(0 + 4 \times 28 + 15) \\ &=& 508 \textrm{ m}^2 \\ \textrm{OR} \\ A &=& 55 \times 24 - ({12 \over 3}(35 + 4 \times 22 + 30) + {12 \over 3}(20 + 4 \times 5 + 10)) \\ &=& 1320 - (612 + 200) \\ &=& 508 \textrm{ m}^2 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,c,ii,"M5
M2",,,,,gm200925c,"There is a lake inside the rectangular grass picnic area \(ABCD\), as shown in the diagram.","The lake is 60 cm deep. Bozo the clown thinks he can empty the lake using a four-litre bucket.

How many times would he have to fill his bucket from the lake in order to empty the lake? (Note that l m\(^3\) = 1000 L).",2,76200,"\begin{eqnarray} V &=& A \times 0.6 \\ &=& 508 \times 0.6 \\ &=& 304.8 \textrm{ m}^3 \end{eqnarray}
\( \textrm{Capacity is 304.8 kL} = 304800 \textrm{ litres} \)
\begin{eqnarray} \textrm{Number of times} &=& {304800 \over 4} \\ &=& 76200 \end{eqnarray}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,d,i,DA6,,,,,,"In Broken Hill, the maximum temperature for each day has been recorded. The mean of these maximum temperatures during spring is 25.8\(^\circ\)C, and their standard deviation is 4.2(^\circ\)C.",What temperature has a \(z\)-score of -1?,1,21.6,\( 25.8 - 4.2 = 21.6^\circ \textrm{C} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,25,d,ii,DA6,,,,,,"In Broken Hill, the maximum temperature for each day has been recorded. The mean of these maximum temperatures during spring is 25.8\(^\circ\)C, and their standard deviation is 4.2(^\circ\)C.","What percentage of spring days in Broken Hill would have maximum temperatures between 21.6\(^\circ\)C and 38.4\(^\circ\)C?

You may assume that these maximum temperatures are normally distributed and that
\(\bullet\) 68% of maximum temperatures have z-scores between -1 and 1
\(\bullet\) 95% of maximum temperatures have z-scores between -2 and 2
\(\bullet\) 99.7% of maximum temperatures have z-scores between -3 and 3.",3,83.85,\begin{eqnarray} \textrm{Percentage} &=& {1 \over 2} \times 68\% \\ &=& 34\% \\ \textrm{Percentage} &=& {1 \over 2} \times 99.7\% \\ &=& 49.85\% \\ \textrm{Total percentage} &=& 34 + 49.85 \\ &=& 83.85\% \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,a,i,DA5,,,,,gm200926a,"In a school, boys and girls were surveyed about the time they usually spend on the internet over a weekend. These results were displayed in box-and-whisker plots, as shown below.",Find the interquartile range for boys.,1,4,\( 6 -2 = 4 \textrm{ hours} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,a,ii,DA5,,,,,gm200926a,"In a school, boys and girls were surveyed about the time they usually spend on the internet over a weekend. These results were displayed in box-and-whisker plots, as shown below.",What percentage of girls usually spend 5 or less hours on the internet over a weekend?,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,26,a,iii,DA5,,,,,gm200926a,"In a school, boys and girls were surveyed about the time they usually spend on the internet over a weekend. These results were displayed in box-and-whisker plots, as shown below.","Jenny said that the graph shows that the same number of boys as girls usually spend between 5 and 6 hours on the internet over a weekend.

Under what circumstances would this statement be true?",1,Only when the same number of boys and girls are surveyed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,b,i,M7,,,,,,"Osaka is at 34\(^\circ\)N, 135\(^\circ\)E, and Denver is at 40\(^\circ\)N, 105\(^\circ\)W.",Show that there is a 16-hour time difference between the two cities. (Ignore time zones.),2,16,\( {135 + 105 \over 15} = 16 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,b,ii,M7,,,,,,"Osaka is at 34\(^\circ\)N, 135\(^\circ\)E, and Denver is at 40\(^\circ\)N, 105\(^\circ\)W.","John lives in Denver and wants to ring a friend in Osaka. In Denver it is 9 pm Monday.

What time and day is it in Osaka then? Answer in 24 hours and days (eg 14:00 Tuesday)",1,13:00 Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,b,iii,M7,,,,,,"Osaka is at 34\(^\circ\)N, 135\(^\circ\)E, and Denver is at 40\(^\circ\)N, 105\(^\circ\)W.","John's friend in Osaka sent him a text message which happened to take 14 hours to reach him. It was sent at 10 am Thursday, Osaka time.

What was the time and day in Denver when John received the text? Answer in 24 hours and days (eg 14:00 Tuesday)",2,08:00 Thursday,\( \textrm{Message is sent 6pm Wednesday Denver time} \\ 6 \textrm{pm} + 14 \textrm{ hours} \\ = 8 \textrm{am Thursday} \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,c,i,"FM4
FM5",,,,,gm200926c,"Margaret borrowed $300 000 to buy an apartment. The interest rate is 6% per annum, compounded monthly. The repayments were set by the bank at $2200 per month for 20 years.

The loan balance sheet shows the interest charged and the balance owing for the first month.",What is the total amount that is to be paid for this loan over the 20 years?,1,528000,\( 2200 \times 12 \times 20 = \$528000 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,26,c,ii,"FM4
FM5",,,,,gm200926c,"Margaret borrowed $300 000 to buy an apartment. The interest rate is 6% per annum, compounded monthly. The repayments were set by the bank at $2200 per month for 20 years.

The loan balance sheet shows the interest charged and the balance owing for the first month.",Find the values of \(A\) and \(B\).,2,"A = 1496.50, B = 298.596.50",\begin{eqnarray} A &=& 299300 \times 0.005 \\ &=& \$1496.50 \\ B &=& 299300+ 1496.50 - 2200 \\ &=& \$298596.50 \end{eqnarray},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MG2,2009,26,c,iii,"FM4
FM5",,,,,gm200926c,"Margaret borrowed $300 000 to buy an apartment. The interest rate is 6% per annum, compounded monthly. The repayments were set by the bank at $2200 per month for 20 years.

The loan balance sheet shows the interest charged and the balance owing for the first month.","Margaret knows that she can check the bank's calculations by using the present value of an annuity formula to calculate the monthly repayment.

Write down the present value of an annuity formula with the correct substitutions for this home loan.",1,300000 = M((1.005^240 - 1) / 0.005(1.005)^240),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,26,c,iv,"FM4
FM5",,,,,gm200926c,"Margaret borrowed $300 000 to buy an apartment. The interest rate is 6% per annum, compounded monthly. The repayments were set by the bank at $2200 per month for 20 years.

The loan balance sheet shows the interest charged and the balance owing for the first month.",Use the formula from c(iii) to find the calculated monthly repayment.,1,2149.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,27,a,i,FM5,,,,,gm200927a,The table shows the future value of a $1 annuity at different interest rates over different numbers of time periods.,"What would be the future value of a $5000 per year annuity at 3% per annum for 6 years, with interest compounding yearly?",1,32342,\( 6.4684 \times 5000 = \$32342 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MG2,2009,27,a,ii,FM5,,,,,gm200927a,The table shows the future value of a $1 annuity at different interest rates over different numbers of time periods.,What is the value of an annuity that would provide a future value of $407 100 after 7 years at 5% per annum compound interest?,1,50000,\( 407100 \div 8.1420 = \$50000 \),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
